Query,Restaurant,Relevance Score
Where can I eat where presentation matters?,Cuñada,2
Where can I eat where presentation matters?,Arnaud's Restaurant,3
Where can I eat where presentation matters?,Tartine,2
Where can I eat where presentation matters?,Ignatius' Rue de La Course Coffeehouse,2
Where can I eat where presentation matters?,Stein's Market and Deli,1
Where can I eat where presentation matters?,Fharmacy Nola,2
Where can I eat where presentation matters?,Legacy Kitchen's Craft Tavern,2
Where can I eat where presentation matters?,Sweet Soulfood,2
Where can I eat where presentation matters?,Pascal's Manale,1
Where can I eat where presentation matters?,Lola's,2
Where can I eat where presentation matters?,Grand Isle,2
Where can I eat where presentation matters?,Toast,3
Where can I eat where presentation matters?,Gumbo Shop,2
Where can I eat where presentation matters?,The Avenue Pub,1
Where can I eat where presentation matters?,Seaworthy,3
Where can I eat where presentation matters?,Elizabeth's Restaurant,2
Where can I eat where presentation matters?,Neyow's Creole Cafe,1
Where can I eat where presentation matters?,Hobnobber's Variety Bar & Restaurant,1
Where can I eat where presentation matters?,Bearcat CBD,2
Where can I eat where presentation matters?,Seed,3
Where can I eat where presentation matters?,Gordon Biersch Brewery Restaurant,1
Where can I eat where presentation matters?,The Rum House,2
Where can I eat where presentation matters?,The Marigny Brasserie,2
Where can I eat where presentation matters?,Down The Hatch,1
Where can I eat where presentation matters?,Saint Cecilia,3
Where can I eat where presentation matters?,13 Monaghan,2
Where can I eat where presentation matters?,Desire Oyster Bar,2
Where can I eat where presentation matters?,Frey Smoked Meat,2
Where can I eat where presentation matters?,The Halal Guys,1
Where can I eat where presentation matters?,Oceana Grill,2
Where can I eat where presentation matters?,Midway Pizza,1
Where can I eat where presentation matters?,Deanie's Seafood,1
Where can I eat where presentation matters?,Bennachin Restaurant,2
Where can I eat where presentation matters?,Russell's Marina Grill,2
Where can I eat where presentation matters?,Copeland's Cheesecake Bistro,1
Where can I eat where presentation matters?,The Irish House,1
Where can I eat where presentation matters?,Brennan's,3
Where can I eat where presentation matters?,Magasin Vietnamese Cafe,3
Where can I eat where presentation matters?,Cleo's,3
Where can I eat where presentation matters?,Casamento's Restaurant,0
Where can I eat where presentation matters?,The Original French Market Restaurant and Bar,1
Where can I eat where presentation matters?,Riccobono’s Panola St. Cafe,2
Where can I eat where presentation matters?,Dreamy Weenies,2
Where can I eat where presentation matters?,The Country Club,3
Where can I eat where presentation matters?,Port Of Call,2
Where can I eat where presentation matters?,Huck Finn's Cafe,1
Where can I eat where presentation matters?,Pizza Delicious,2
Where can I eat where presentation matters?,Blue Oak BBQ,1
Where can I eat where presentation matters?,The Daily Beet,3
Where can I eat where presentation matters?,Hard Rock Cafe,2
Where can I eat where presentation matters?,Amici,2
Where can I eat where presentation matters?,Pizza Domenica,2
Where can I eat where presentation matters?,Ruth's Chris Steak House,3
Where can I eat where presentation matters?,Fat Boy Pantry,1
Where can I eat where presentation matters?,Voodoo BBQ & Grill,1
Where can I eat where presentation matters?,The Vintage,3
Where can I eat where presentation matters?,Coop's Place,1
Where can I eat where presentation matters?,The Original Pierre Maspero's,2
Where can I eat where presentation matters?,Evangeline,3
Where can I eat where presentation matters?,Dolce Vita Pizzeria,2
Where can I eat where presentation matters?,HORN'S EATERY,3
Where can I eat where presentation matters?,Broussard's,3
Where can I eat where presentation matters?,Slim Goodies Diner,1
Where can I eat where presentation matters?,Blaze Pizza,2
Where can I eat where presentation matters?,Warehouse Grille,1
Where can I eat where presentation matters?,Joey K's Restaurant & Bar,0
Where can I eat where presentation matters?,Surrey's Café & Juice Bar,2
Where can I eat where presentation matters?,Walk-On's Sports Bistreaux - New Orleans,1
Where can I eat where presentation matters?,Buffa's Bar & Restaurant,1
Where can I eat where presentation matters?,Little Gem Saloon,2
Where can I eat where presentation matters?,New Orleans Creole Cookery,2
Where can I eat where presentation matters?,Cafe Maspero,0
Where can I eat where presentation matters?,Backspace Bar & Kitchen,1
Where can I eat where presentation matters?,Ole Saint,2
Where can I eat where presentation matters?,Chartres House,1
Where can I eat where presentation matters?,Refuel Cafe,2
Where can I eat where presentation matters?,Welty's Deli and Catering,1
Where can I eat where presentation matters?,Pho Tau Bay Restaurant,1
Where can I eat where presentation matters?,Dian Xin,2
Where can I eat where presentation matters?,The Backyard,1
Where can I eat where presentation matters?,Coulis,2
Where can I eat where presentation matters?,Avery's On Tulane,2
Where can I eat where presentation matters?,Killer Poboys,2
Where can I eat where presentation matters?,Fullblast Brunch,2
Where can I eat where presentation matters?,Galliano Restaurant,3
Where can I eat where presentation matters?,biscuit & buns on banks,2
Where can I eat where presentation matters?,Ernst Cafe,1
Where can I eat where presentation matters?,Lucy's Retired Surfers Bar & Restaurant,1
Where can I eat where presentation matters?,Tacos And Beer,1
Where can I eat where presentation matters?,WINO  Wine Institute of New Orleans,2
Where can I eat where presentation matters?,Diamond Street Bar & Grill,1
Where can I eat where presentation matters?,The Blue Crab Restaurant & Oyster Bar,2
Where can I eat where presentation matters?,Cafe Conti,3
Where can I eat where presentation matters?,Surrey's Uptown,3
Where can I eat where presentation matters?,Union Kitchen & Union Party Room,2
Where can I eat where presentation matters?,HiVolt Coffee,2
Where can I eat where presentation matters?,Parasol's,1
Where can I eat where presentation matters?,Tiki Tolteca,3
Where can I eat where presentation matters?,Tout De Suite Cafe,1
Where can I eat where presentation matters?,Two Chicks Cafe,2
Where can I eat where presentation matters?,Cornet,2
Where can I eat where presentation matters?,Mandina's Restaurant,1
Where can I eat where presentation matters?,Who Dat Coffee Cafe,2
Where can I eat where presentation matters?,Bourbon House,2
Where can I eat where presentation matters?,Liuzza's By The Track,1
Where can I eat where presentation matters?,Lebanon's Cafe,2
Where can I eat where presentation matters?,St Charles Tavern,0
Where can I eat where presentation matters?,Cafe Envie & Espresso Bar,1
Where can I eat where presentation matters?,The Governor,2
Where can I eat where presentation matters?,Please-U-Restaurant,0
Where can I eat where presentation matters?,Wakin' Bakin',1
Where can I eat where presentation matters?,Nonna Mia Cafe & Pizzeria,2
Where can I eat where presentation matters?,Li'l Dizzy's Cafe,1
Where can I eat where presentation matters?,Tru Burger,1
Where can I eat where presentation matters?,Bubba Gump Shrimp Co.,2
Where can I eat where presentation matters?,Pere Antoine Restaurant,1
Where can I eat where presentation matters?,Majoria's Commerce Restaurant,1
Where can I eat where presentation matters?,Turtle Bay,1
Where can I eat where presentation matters?,Morrow's,2
Where can I eat where presentation matters?,Mulate's,2
Where can I eat where presentation matters?,801 Royal,2
Where can I eat where presentation matters?,9 Roses Cafe,2
Where can I eat where presentation matters?,Five Happiness Chinese Restaurant,2
Where can I eat where presentation matters?,Reginelli's Pizzeria,1
Where can I eat where presentation matters?,Bayou Hot Wings,1
Where can I eat where presentation matters?,Cooter Brown's,0
Where can I eat where presentation matters?,Creole House Restaurant & Oyster Bar,2
Where can I eat where presentation matters?,Willie's Chicken Shack,1
Where can I eat where presentation matters?,Verti Marte,0
Where can I eat where presentation matters?,Cafe Fleur De Lis,2
Where can I eat where presentation matters?,The Old Coffee Pot Restaurant,1
Where can I eat where presentation matters?,Red Gravy,2
Where can I eat where presentation matters?,Remoulade,2
Where can I eat where presentation matters?,Meals From The Heart Cafe,2
Where can I eat where presentation matters?,Frankie & Johnny's,1
Where can I eat where presentation matters?,Coterie Restaurant & Oyster Bar,2
Where can I eat where presentation matters?,Cafe Pontalba,1
Where can I eat where presentation matters?,Mr Ed's Oyster Bar - Bienville,2
Where can I eat where presentation matters?,The Jimani,1
Where can I eat where presentation matters?,Seither's Seafood,3
Where can I eat where presentation matters?,Wood Pizza Bistro and Taphouse,1
Where can I eat where presentation matters?,Piccola Gelateria,3
Where can I eat where presentation matters?,Lilly's Cafe,1
Where can I eat where presentation matters?,Estrella Steak & Lobster,2
Where can I eat where presentation matters?,Deja Vu Restaurant & Bar,1
Where can I eat where presentation matters?,Tracey's Original Irish Channel Bar,0
Where can I eat where presentation matters?,Snug Harbor Jazz Bistro,1
Where can I eat where presentation matters?,Breads on Oak Cafe & Bakery,2
Where can I eat where presentation matters?,Angelo Brocato,3
Where can I eat where presentation matters?,Streetcar Cafe,2
Where can I eat where presentation matters?,Columns,3
Where can I eat where presentation matters?,Gallier Restaurant & Oyster Bar,2
Where can I eat where presentation matters?,Royal House,3
Where can I eat where presentation matters?,P & G Restaurant & Bar,1
Where can I eat where presentation matters?,Clover Grill,1
Where can I eat where presentation matters?,Liberty Cheesesteaks,1
Where can I eat where presentation matters?,Jimmy J's Cafe,1
Where can I eat where presentation matters?,Belle's Diner Nola,1
Where can I eat where presentation matters?,Manning's Sports Bar and Grill,1
Where can I eat where presentation matters?,Avenue Cafe,2
Where can I eat where presentation matters?,The Howlin' Wolf,1
Where can I eat where presentation matters?,BOIL Seafood House,2
Where can I eat where presentation matters?,Bittersweet Confections,3
Where can I eat where presentation matters?,Copper Monkey Grill,1
Where can I eat where presentation matters?,Stanley,3
Where can I eat where presentation matters?,Pier 424 Seafood Market,1
Where can I eat where presentation matters?,Cafe Rose Nicaud,2
Where can I eat where presentation matters?,The Trolley Stop Cafe,1
Where can I eat where presentation matters?,Cafe Beignet on Royal Street,2
Where can I eat where presentation matters?,Drago's Seafood Restaurant,1
Where can I eat where presentation matters?,J's Seafood Dock,2
Where can I eat where presentation matters?,Merchant,3
Where can I eat where presentation matters?,Bayou Burger & Sports Company,1
Where can I eat where presentation matters?,Crabby Jack's,1
Where can I eat where presentation matters?,Shawarma on the Go,0
Where can I eat where presentation matters?,Mid City Pizza,2
Where can I eat where presentation matters?,Le Bayou Restaurant,2
Where can I eat where presentation matters?,Le Pavillon Hotel,2
Where can I eat where presentation matters?,Arnaud's French 75 Bar,3
Where can I eat where presentation matters?,Krystal,0
Where can I eat where presentation matters?,Acme Oyster House - Harrahs,1
Where can I eat where presentation matters?,Clesi's Restaurant & Catering,2
Where can I eat where presentation matters?,Backatown Coffee Parlour,2
Where can I eat where presentation matters?,Olde Nola Cookery,1
Where can I eat where presentation matters?,House of Blues New Orleans,2
Where can I eat where presentation matters?,Gus's World Famous Fried Chicken,0
Where can I eat where presentation matters?,Sazerac Bar,3
Where can I eat where presentation matters?,Cajun Mike's Pub & Grub,0
Where can I eat where presentation matters?,G's Pizza,1
Where can I eat where presentation matters?,Cafe Beignet on Decatur Street,2
Where can I eat where presentation matters?,The Market Cafe,1
Where can I eat where presentation matters?,Cajun Seafood,1
Where can I eat where presentation matters?,Saints And Sinners,1
Where can I eat where presentation matters?,Cafe Beignet on Bourbon Street,1
Where can I eat where presentation matters?,Mr. Ed's Oyster Bar - St Charles Ave,1
Where can I eat where presentation matters?,La Boulangerie,2
Where can I eat where presentation matters?,Napoleon House,2
Where can I eat where presentation matters?,World Famous N'awlins Cafe & Spice Emporium,1
Where can I eat where presentation matters?,Barcadia,1
Where can I eat where presentation matters?,Gazebo Cafe,2
Where can I eat where presentation matters?,Magazine Pizza,2
Where can I eat where presentation matters?,French Toast,3
Where can I eat where presentation matters?,The Crazy Lobster Bar & Grill,2
Where can I eat where presentation matters?,Mother's Restaurant,0
Where can I eat where presentation matters?,Fiorella's Cafe,1
Where can I eat where presentation matters?,Acme Oyster House,1
Where can I eat where presentation matters?,The Blind Pelican,1
Where can I eat where presentation matters?,Attiki Bar and Grill,2
Where can I eat where presentation matters?,Mambo's,2
Where can I eat where presentation matters?,Monty's on the Square,2
Where can I eat where presentation matters?,Morning Call Coffee Stand,1
Where can I eat where presentation matters?,Domilise Po-Boys & Bar,0
Where can I eat where presentation matters?,Mena's Palace,0
Where can I eat where presentation matters?,Guy's Po Boys,1
Where can I eat where presentation matters?,Corner Oyster House,1
Where can I eat where presentation matters?,Mahony's Po-Boys & Seafood,2
Where can I eat where presentation matters?,The Bulldog,0
Where can I eat where presentation matters?,"The Ritz-Carlton, New Orleans",2
Where can I eat where presentation matters?,Franks Restaurant,1
Where can I eat where presentation matters?,New Orleans Famous Beignets And Coffee,1
Where can I eat where presentation matters?,Mojo Coffee House,2
Where can I eat where presentation matters?,The Original Italian Pie,1
Where can I eat where presentation matters?,Gumbo POT,1
Where can I eat where presentation matters?,Ruby Slipper - New Orleans,2
Where can I eat where presentation matters?,Daisy Dukes - French Quarter,1
Where can I eat where presentation matters?,The Maison,2
Where can I eat where presentation matters?,Envie Espresso Bar & Cafe,2
Where can I eat where presentation matters?,Mahony's Po-Boys & Seafood  - Uptown,1
Where can I eat where presentation matters?,Bevi Seafood,2
Where can I eat where presentation matters?,Gene's PO-Boys,0
Where can I eat where presentation matters?,Parkway Bakery & Tavern,1
Where can I eat where presentation matters?,NOLA Poboys,1
Where can I eat where presentation matters?,Cafe Negril,1
Where can I eat where presentation matters?,Rue De La Course,2
Where can I eat where presentation matters?,Crescent City Pizza Works,1
Where can I eat where presentation matters?,Café Du Monde,2
Where can I eat where presentation matters?,We Dat's Chicken and Shrimp,2
Where can I eat where presentation matters?,Windsor Court Hotel,3
Where can I eat where presentation matters?,Melba's,1
Where can I eat where presentation matters?,Two Chicks Café - CBD,2
Where can I eat where presentation matters?,Croissant D'Or Patisserie,3
Where can I eat where presentation matters?,Daisy Dukes Cafe,0
Where can I eat where presentation matters?,Johnny's Po-Boys,0
Where can I eat where presentation matters?,French Truck Coffee,1
Where can I eat where presentation matters?,The Rusty Nail,1
Where can I eat where presentation matters?,Revelator Coffee New Orleans,2
Where can I eat where presentation matters?,Gumbo Ya-Ya,1
Where can I eat where presentation matters?,Hot Tin,3
Where can I eat where presentation matters?,Central Grocery & Deli,0
Where can I eat where presentation matters?,Willie Mae's Scotch House,1
Where can I eat where presentation matters?,Brothers Food Mart,0
Where can I eat where presentation matters?,Pirates Alley Cafe,2
Where can I eat where presentation matters?,Daisy Dukes Express,1
Where can I eat where presentation matters?,New Orleans Marriott,2
Where can I eat where presentation matters?,Pat O'Brien's Courtyard Restaurant,2
Where can I eat where presentation matters?,30_90 NOLA,1
Where can I eat where presentation matters?,Three Legged Dog,1
Where can I eat where presentation matters?,BB King's Blues Club,1
Where can I eat where presentation matters?,Vieux Carre Pizza,0
Where can I eat where presentation matters?,Hotel New Orleans Downtown,2
Where can I eat where presentation matters?,Bamboula's,2
Where can I eat where presentation matters?,Pat O'Brien’s,1
Where can I eat where presentation matters?,The American Sports Saloon,0
Where can I eat where presentation matters?,The Jazz Playhouse,2
Where can I eat where presentation matters?,IHOP,0
Where can I eat where presentation matters?,The Old No 77 Hotel and Chandlery,2
Where can I eat where presentation matters?,Steamboat Natchez,1
Where can I eat where presentation matters?,Sheraton New Orleans Hotel,2
Where can I eat where presentation matters?,Hilton New Orleans Riverside,1
Where can I eat where presentation matters?,W New Orleans - French Quarter,2
Where can I eat where presentation matters?,Embassy Suites by Hilton New Orleans,1
Where can I eat where presentation matters?,Daisy Mae's Southern Fried Chicken & Breakfast,1
Where can I eat where presentation matters?,Royal Sonesta New Orleans,2
Where can I eat where presentation matters?,Old Absinthe House,1
Where can I eat where presentation matters?,Holy Crepes!,3
Where can I eat where presentation matters?,Dave & Buster's,0
Where can I eat where presentation matters?,Fritzel's European Jazz Pub,0
Where can I eat where presentation matters?,Paddlewheeler Creole Queen,1
Where can I eat where presentation matters?,French Quarter Phantoms,0
Which restaurants offer some tableside service?,Louisiana Bistro,2
Which restaurants offer some tableside service?,Root,2
Which restaurants offer some tableside service?,Patois Restaurant,1
Which restaurants offer some tableside service?,Milk Bar,0
Which restaurants offer some tableside service?,Wayfare,2
Which restaurants offer some tableside service?,Dick & Jenny's,2
Which restaurants offer some tableside service?,Stella!,2
Which restaurants offer some tableside service?,New Orleans Hamburger & Seafood Co,1
Which restaurants offer some tableside service?,Josephine Estelle,2
Which restaurants offer some tableside service?,Slice Pizzeria,2
Which restaurants offer some tableside service?,Gumbo Shop,1
Which restaurants offer some tableside service?,Toups Meatery,0
Which restaurants offer some tableside service?,Dooky Chase's Restaurant,1
Which restaurants offer some tableside service?,Bayona,1
Which restaurants offer some tableside service?,El Gato Negro,2
Which restaurants offer some tableside service?,Clancy's Restaurant,2
Which restaurants offer some tableside service?,Gyu-Kaku Japanese BBQ,3
Which restaurants offer some tableside service?,Avery's On Tulane,2
Which restaurants offer some tableside service?,La Petite Grocery,1
Which restaurants offer some tableside service?,GG's Dine-O-Rama,2
Which restaurants offer some tableside service?,Restaurant R'evolution,3
Which restaurants offer some tableside service?,Tommy's Cuisine,2
Which restaurants offer some tableside service?,Brigtsen's Restaurant,2
Which restaurants offer some tableside service?,Lilette,1
Which restaurants offer some tableside service?,The Court of Two Sisters,2
Which restaurants offer some tableside service?,Saffron nola,0
Which restaurants offer some tableside service?,Boucherie,2
Which restaurants offer some tableside service?,Eat New Orleans,1
Which restaurants offer some tableside service?,Cafe Degas,1
Which restaurants offer some tableside service?,Salú Bistro and Bar,2
Which restaurants offer some tableside service?,Atchafalaya Restaurant,1
Which restaurants offer some tableside service?,DTB,2
Which restaurants offer some tableside service?,The Gallery Venue at Tomas Bistro,2
Which restaurants offer some tableside service?,La Boca,2
Which restaurants offer some tableside service?,Fogo de Chão Brazilian Steakhouse,3
Which restaurants offer some tableside service?,Gris-Gris,2
Which restaurants offer some tableside service?,Paladar 511,0
Which restaurants offer some tableside service?,The Steakhouse,0
Which restaurants offer some tableside service?,Irene's,3
Which restaurants offer some tableside service?,The American Sector,1
Which restaurants offer some tableside service?,High Hat Cafe,0
Which restaurants offer some tableside service?,Coquette,1
Which restaurants offer some tableside service?,Mizado Latin Kitchen,3
Which restaurants offer some tableside service?,Jacques-Imo's Cafe,1
Which restaurants offer some tableside service?,1000 Figs,0
Which restaurants offer some tableside service?,Mr John's Steakhouse,3
Which restaurants offer some tableside service?,Red Fish Grill,1
Which restaurants offer some tableside service?,McClure's,0
Which restaurants offer some tableside service?,Café Amelie,2
Which restaurants offer some tableside service?,Herbsaint,2
Which restaurants offer some tableside service?,Sassafras Restaurant,0
Which restaurants offer some tableside service?,Pêche,1
Which restaurants offer some tableside service?,Palace Café,2
Which restaurants offer some tableside service?,Cowbell,2
Which restaurants offer some tableside service?,Saba,2
Which restaurants offer some tableside service?,Rib Room,2
Which restaurants offer some tableside service?,Adolfo's,1
Which restaurants offer some tableside service?,Ruby Slipper Cafe,0
Which restaurants offer some tableside service?,Juan's Flying Burrito,2
Which restaurants offer some tableside service?,Chophouse New Orleans,2
Which restaurants offer some tableside service?,Cochon Butcher,0
Which restaurants offer some tableside service?,Landry's Seafood House,1
Which restaurants offer some tableside service?,Capdeville,1
Which restaurants offer some tableside service?,Mr. B's Bistro,2
Which restaurants offer some tableside service?,Emeril's Delmonico,3
Which restaurants offer some tableside service?,K-Paul's Louisiana Kitchen,2
Which restaurants offer some tableside service?,Dante's Kitchen,1
Which restaurants offer some tableside service?,Nirvana Indian Cuisine,0
Which restaurants offer some tableside service?,Vincent's Italian Cuisine,2
Which restaurants offer some tableside service?,Emeril's ,1
Which restaurants offer some tableside service?,Restaurant August,1
Which restaurants offer some tableside service?,Brown Butter Southern Kitchen & Bar,1
Which restaurants offer some tableside service?,Katie's Restaurant & Bar,0
Which restaurants offer some tableside service?,Cafe Sbisa,2
Which restaurants offer some tableside service?,The Grill,3
Which restaurants offer some tableside service?,Brennan's Restaurant,3
Which restaurants offer some tableside service?,Charcoal's Gourmet Burger Bar,2
Which restaurants offer some tableside service?,Cochon,1
Which restaurants offer some tableside service?,Copeland's Cheesecake Bistro,1
Which restaurants offer some tableside service?,Tableau,2
Which restaurants offer some tableside service?,Baru Bistro & Tapas,0
Which restaurants offer some tableside service?,The Camellia Grill,2
Which restaurants offer some tableside service?,Meril,1
Which restaurants offer some tableside service?,Galatoire's Restaurant,2
Which restaurants offer some tableside service?,Criollo Restaurant,2
Which restaurants offer some tableside service?,Compère Lapin,1
Which restaurants offer some tableside service?,Arabella Casa Di Pasta,2
Which restaurants offer some tableside service?,P & G Restaurant & Bar,1
Which restaurants offer some tableside service?,Ye Olde College Inn,2
Which restaurants offer some tableside service?,Jack Rose,2
Which restaurants offer some tableside service?,Borgne,2
Which restaurants offer some tableside service?,Upperline,2
Which restaurants offer some tableside service?,Restaurant Rebirth,2
Which restaurants offer some tableside service?,Apolline Restaurant,2
Which restaurants offer some tableside service?,Li'l Dizzy's Cafe,2
Which restaurants offer some tableside service?,Vessel NOLA,0
Which restaurants offer some tableside service?,Muriel's Jackson Square,2
Which restaurants offer some tableside service?,Green Goddess,2
Which restaurants offer some tableside service?,Majoria's Commerce Restaurant,0
Which restaurants offer some tableside service?,Café Adelaide,1
Which restaurants offer some tableside service?,Sylvain,0
Which restaurants offer some tableside service?,The Tasting Room,0
Which restaurants offer some tableside service?,SoBou,2
Which restaurants offer some tableside service?,The Italian Barrel,0
Which restaurants offer some tableside service?,Ralph's on the Park,2
Which restaurants offer some tableside service?,Galatoire's 33 Bar & Steak,1
Which restaurants offer some tableside service?,Toast,1
Which restaurants offer some tableside service?,Tujague's Restaurant,2
Which restaurants offer some tableside service?,Copper Vine,2
Which restaurants offer some tableside service?,Cafe Abyssinia,2
Which restaurants offer some tableside service?,Noodle & Pie,1
Which restaurants offer some tableside service?,The Delachaise,1
Which restaurants offer some tableside service?,Crescent City Steak House,2
Which restaurants offer some tableside service?,NOLA Restaurant,2
Which restaurants offer some tableside service?,Ugly Dog Saloon & BBQ,1
Which restaurants offer some tableside service?,Meauxbar,1
Which restaurants offer some tableside service?,Sofia,2
Which restaurants offer some tableside service?,Angeline,2
Which restaurants offer some tableside service?,Brennan's,3
Which restaurants offer some tableside service?,Kin,1
Which restaurants offer some tableside service?,SukhoThai,3
Which restaurants offer some tableside service?,Santa Fe,1
Which restaurants offer some tableside service?,Angeli on Decatur,1
Which restaurants offer some tableside service?,Auction House Market,2
Which restaurants offer some tableside service?,Three Muses,0
Which restaurants offer some tableside service?,The Pelican Club,1
Which restaurants offer some tableside service?,Superior Seafood & Oyster Bar,1
Which restaurants offer some tableside service?,Pascal's Manale,2
Which restaurants offer some tableside service?,Trenasse,1
Which restaurants offer some tableside service?,Deanie's Seafood,0
Which restaurants offer some tableside service?,Mona's Cafe,1
Which restaurants offer some tableside service?,GW Fins,2
Which restaurants offer some tableside service?,Casamento's Restaurant,1
Which restaurants offer some tableside service?,Mayas,2
Which restaurants offer some tableside service?,Squeal,2
Which restaurants offer some tableside service?,Voodoo BBQ & Grill,1
Which restaurants offer some tableside service?,Cavan,1
Which restaurants offer some tableside service?,Orleans Grapevine Wine Bar & Bistro,1
Which restaurants offer some tableside service?,Liberty Cheesesteaks,0
Which restaurants offer some tableside service?,The Joint,1
Which restaurants offer some tableside service?,Maypop Restaurant,2
Which restaurants offer some tableside service?,Booty's Street Food,1
Which restaurants offer some tableside service?,Faubourg Bistro,0
Which restaurants offer some tableside service?,The Munch Factory,1
Which restaurants offer some tableside service?,Marcello's Restaurant & Wine Bar,2
Which restaurants offer some tableside service?,Yo Mama's Bar & Grill,2
Which restaurants offer some tableside service?,Little Korea BBQ,3
Which restaurants offer some tableside service?,Trinity Restaurant New Orleans,2
Which restaurants offer some tableside service?,Desi Vega's Steakhouse,1
Which restaurants offer some tableside service?,Nolé,0
Which restaurants offer some tableside service?,Crescent City Brewhouse,2
Which restaurants offer some tableside service?,Luke,2
Which restaurants offer some tableside service?,Bubba Gump Shrimp Co.,2
Which restaurants offer some tableside service?,Tartine,1
Which restaurants offer some tableside service?,Domenica,2
Which restaurants offer some tableside service?,Boswell's Jamaican Grill,0
Which restaurants offer some tableside service?,Felix's Restaurant & Oyster Bar,2
Which restaurants offer some tableside service?,Briquette,1
Which restaurants offer some tableside service?,Curio,1
Which restaurants offer some tableside service?,Little Gem Saloon,1
Which restaurants offer some tableside service?,Dickie Brennan's Steakhouse,1
Which restaurants offer some tableside service?,Blue Oak BBQ,0
Which restaurants offer some tableside service?,The Company Burger,0
Which restaurants offer some tableside service?,Liuzza's By The Track,2
Which restaurants offer some tableside service?,Annunciation,1
Which restaurants offer some tableside service?,Commander's Palace,3
Which restaurants offer some tableside service?,Ruth's Chris Steak House,2
Which restaurants offer some tableside service?,Diamond Street Bar & Grill,2
Which restaurants offer some tableside service?,Willa Jean,0
Which restaurants offer some tableside service?,Café at The Square,2
Which restaurants offer some tableside service?,Shaya,1
Which restaurants offer some tableside service?,The Praline Connection,1
Which restaurants offer some tableside service?,Hobnobber's Variety Bar & Restaurant,1
Which restaurants offer some tableside service?,Vacherie,2
Which restaurants offer some tableside service?,Felipe's Mexican Taqueria - Uptown,0
Which restaurants offer some tableside service?,La Crepe Nanou,2
Which restaurants offer some tableside service?,Welty's Deli and Catering,1
Which restaurants offer some tableside service?,The Velvet Cactus,1
Which restaurants offer some tableside service?,Red Dog Diner,3
Which restaurants offer some tableside service?,Cafe Maspero,0
Which restaurants offer some tableside service?,Legacy Kitchen's Craft Tavern,1
Which restaurants offer some tableside service?,Another Broken Egg Cafe,1
Which restaurants offer some tableside service?,Grand Isle,0
Which restaurants offer some tableside service?,Chartres House,0
Which restaurants offer some tableside service?,Lola's,1
Which restaurants offer some tableside service?,Rebellion Bar & Urban Kitchen,2
Which restaurants offer some tableside service?,Coop's Place,1
Which restaurants offer some tableside service?,Port Of Call,1
Which restaurants offer some tableside service?,Saint Lawrence,2
Which restaurants offer some tableside service?,Doris Metropolitan,2
Which restaurants offer some tableside service?,Satsuma Café,1
Which restaurants offer some tableside service?,Crabby Jack's,2
Which restaurants offer some tableside service?,Houston's Restaurant,1
Which restaurants offer some tableside service?,Carmo,2
Which restaurants offer some tableside service?,Salon by Sucré,1
Which restaurants offer some tableside service?,Broussard's,2
Which restaurants offer some tableside service?,13 Monaghan,1
Which restaurants offer some tableside service?,Russell's Marina Grill,1
Which restaurants offer some tableside service?,Cane and Table,0
Which restaurants offer some tableside service?,Central City BBQ,1
Which restaurants offer some tableside service?,Red Gravy,1
Which restaurants offer some tableside service?,biscuit & buns on banks,1
Which restaurants offer some tableside service?,Killer Poboys,0
Which restaurants offer some tableside service?,The Original Pierre Maspero's,2
Which restaurants offer some tableside service?,N 7,0
Which restaurants offer some tableside service?,Arnaud's Restaurant,3
Which restaurants offer some tableside service?,Stanley,2
Which restaurants offer some tableside service?,Mopho,0
Which restaurants offer some tableside service?,Turkey and the Wolf,1
Which restaurants offer some tableside service?,La Macarena Pupuseria & Latin Cafe,1
Which restaurants offer some tableside service?,The Bombay Club,1
Which restaurants offer some tableside service?,Superior Grill,1
Which restaurants offer some tableside service?,Ba Chi Canteen,2
Which restaurants offer some tableside service?,St Roch Market,1
Which restaurants offer some tableside service?,The Backyard,0
Which restaurants offer some tableside service?,Antoine's Restaurant,2
Which restaurants offer some tableside service?,Frey Smoked Meat,1
Which restaurants offer some tableside service?,Oceana Grill,1
Which restaurants offer some tableside service?,Louisiana Pizza Kitchen,1
Which restaurants offer some tableside service?,La Thai Uptown,0
Which restaurants offer some tableside service?,The Old Coffee Pot Restaurant,1
Which restaurants offer some tableside service?,Bon Ton Cafe,2
Which restaurants offer some tableside service?,Cleo's,0
Which restaurants offer some tableside service?,Saint Cecilia,0
Which restaurants offer some tableside service?,Hard Rock Cafe,2
Which restaurants offer some tableside service?,Flamingo A-Go-Go,2
Which restaurants offer some tableside service?,Mr Ed's Oyster Bar - Bienville,1
Which restaurants offer some tableside service?,Felipe's Mexican Taqueria - French Quarter,2
Which restaurants offer some tableside service?,Down The Hatch,1
Which restaurants offer some tableside service?,Amici,2
Which restaurants offer some tableside service?,Nacho Mama's Mexican Grill,1
Which restaurants offer some tableside service?,Huck Finn's Cafe,1
Which restaurants offer some tableside service?,Galliano Restaurant,1
Which restaurants offer some tableside service?,Kingfish,2
Which restaurants offer some tableside service?,Midway Pizza,2
Which restaurants offer some tableside service?,Kebab,0
Which restaurants offer some tableside service?,The Original French Market Restaurant and Bar,1
Which restaurants offer some tableside service?,The Blue Crab Restaurant & Oyster Bar,1
Which restaurants offer some tableside service?,New Orleans Cake Café & Bakery,2
