Query,Restaurant,Relevance Score
Where can I go for a quiet dinner that feels like an escape?,Koto Sushi,2
Where can I go for a quiet dinner that feels like an escape?,Nick's Old Original Roast Beef,0
Where can I go for a quiet dinner that feels like an escape?,Campo's Philly Cheesesteaks,0
Where can I go for a quiet dinner that feels like an escape?,Animo Juice,1
Where can I go for a quiet dinner that feels like an escape?,Hai Street Kitchen & Co,0
Where can I go for a quiet dinner that feels like an escape?,Sang Kee Peking Duck House,1
Where can I go for a quiet dinner that feels like an escape?,Angelo's Pizzeria,1
Where can I go for a quiet dinner that feels like an escape?,Shake Shack,0
Where can I go for a quiet dinner that feels like an escape?,Yamitsuki Ramen,1
Where can I go for a quiet dinner that feels like an escape?,By George! Pizza Pasta & Cheesesteaks,0
Where can I go for a quiet dinner that feels like an escape?,Lazaro's Pizzeria & Grill,0
Where can I go for a quiet dinner that feels like an escape?,Luke's Lobster Rittenhouse,1
Where can I go for a quiet dinner that feels like an escape?,Sumo Sushi,1
Where can I go for a quiet dinner that feels like an escape?,Carmen's Famous Italian Hoagies,0
Where can I go for a quiet dinner that feels like an escape?,Volo Coffeehouse,2
Where can I go for a quiet dinner that feels like an escape?,Cosmi's Deli,0
Where can I go for a quiet dinner that feels like an escape?,Famous 4th Street Delicatessen,0
Where can I go for a quiet dinner that feels like an escape?,Underdogs,0
Where can I go for a quiet dinner that feels like an escape?,Pat's King of Steaks,0
Where can I go for a quiet dinner that feels like an escape?,Masala Kitchen Kati Rolls and Platters,0
Where can I go for a quiet dinner that feels like an escape?,Chubby Cattle,1
Where can I go for a quiet dinner that feels like an escape?,Geno's Steaks,0
Where can I go for a quiet dinner that feels like an escape?,IKEA,0
Where can I go for a quiet dinner that feels like an escape?,Revolution Taco,0
Where can I go for a quiet dinner that feels like an escape?,Beck's Cajun Cafe,1
Where can I go for a quiet dinner that feels like an escape?,Kabuki Sushi,2
Where can I go for a quiet dinner that feels like an escape?,Termini Bros Bakery,0
Where can I go for a quiet dinner that feels like an escape?,Oh Brother Philly,1
Where can I go for a quiet dinner that feels like an escape?,P'unk Burger,0
Where can I go for a quiet dinner that feels like an escape?,Sardi's Pollo A La Brasa,0
Where can I go for a quiet dinner that feels like an escape?,Woodrow's Sandwich Shop,0
Where can I go for a quiet dinner that feels like an escape?,Meltkraft At Reading Terminal Market,0
Where can I go for a quiet dinner that feels like an escape?,Jakes Sandwich Board - 12th St,1
Where can I go for a quiet dinner that feels like an escape?,Goldie,0
Where can I go for a quiet dinner that feels like an escape?,Dizengoff,1
Where can I go for a quiet dinner that feels like an escape?,Koch's Deli,0
Where can I go for a quiet dinner that feels like an escape?,Kung Fu Tea,0
Where can I go for a quiet dinner that feels like an escape?,Stockyard Sandwich,1
Where can I go for a quiet dinner that feels like an escape?,Mama's Vegetarian,1
Where can I go for a quiet dinner that feels like an escape?,Love & Honey Fried Chicken,0
Where can I go for a quiet dinner that feels like an escape?,Dos Tacos,0
Where can I go for a quiet dinner that feels like an escape?,Octopus Falafel Truck,0
Where can I go for a quiet dinner that feels like an escape?,Spataro's Cheesesteaks,0
Where can I go for a quiet dinner that feels like an escape?,Little Baby's Ice Cream,0
Where can I go for a quiet dinner that feels like an escape?,Isgro Pastries,0
Where can I go for a quiet dinner that feels like an escape?,The Bakeshop on 20th,1
Where can I go for a quiet dinner that feels like an escape?,Tommy DiNic's,0
Where can I go for a quiet dinner that feels like an escape?,Philadelphia Museum of Art,2
Where can I go for a quiet dinner that feels like an escape?,Hershel's East Side Deli,0
Where can I go for a quiet dinner that feels like an escape?,Spread Bagelry,0
Where can I go for a quiet dinner that feels like an escape?,Knead Bagels,0
Where can I go for a quiet dinner that feels like an escape?,Sweet Freedom Bakery,0
Where can I go for a quiet dinner that feels like an escape?,Swiss Haus Cafe & Pastry Bar,1
Where can I go for a quiet dinner that feels like an escape?,Bredenbeck's Bakery & Ice Cream Parlor,0
Where can I go for a quiet dinner that feels like an escape?,Flying Monkey Bakery,0
Where can I go for a quiet dinner that feels like an escape?,Sweet Box Cupcakes,0
Where can I go for a quiet dinner that feels like an escape?,Beiler's Bakery,0
Where can I go for a quiet dinner that feels like an escape?,The Famous 4th Street Cookie Company,0
What are the best restaurants that highlight underrepresented cuisines?,Supper,1
What are the best restaurants that highlight underrepresented cuisines?,Serpico,2
What are the best restaurants that highlight underrepresented cuisines?,Tashan,2
What are the best restaurants that highlight underrepresented cuisines?,Marigold Kitchen,2
What are the best restaurants that highlight underrepresented cuisines?,Butcher and Singer,0
What are the best restaurants that highlight underrepresented cuisines?,Lacroix Restaurant at The Rittenhouse,1
What are the best restaurants that highlight underrepresented cuisines?,a.kitchen,1
What are the best restaurants that highlight underrepresented cuisines?,Sbraga,1
What are the best restaurants that highlight underrepresented cuisines?,Laurel,0
What are the best restaurants that highlight underrepresented cuisines?,Fond,1
What are the best restaurants that highlight underrepresented cuisines?,Han Dynasty,2
What are the best restaurants that highlight underrepresented cuisines?,Fork,1
What are the best restaurants that highlight underrepresented cuisines?,Hardena_Waroeng Surabaya Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,Vedge,2
What are the best restaurants that highlight underrepresented cuisines?,Spice Finch,3
What are the best restaurants that highlight underrepresented cuisines?,Kanella,3
What are the best restaurants that highlight underrepresented cuisines?,Seorabol Korean Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,Vietnam Cafe,3
What are the best restaurants that highlight underrepresented cuisines?,Russet,1
What are the best restaurants that highlight underrepresented cuisines?,Abe Fisher,3
What are the best restaurants that highlight underrepresented cuisines?,Vetri Cucina,1
What are the best restaurants that highlight underrepresented cuisines?,Twenty Manning,0
What are the best restaurants that highlight underrepresented cuisines?,The Continental Mid-town,2
What are the best restaurants that highlight underrepresented cuisines?,Sampan,2
What are the best restaurants that highlight underrepresented cuisines?,White Dog Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,Kensington Quarters,1
What are the best restaurants that highlight underrepresented cuisines?,Garces Trading Company,1
What are the best restaurants that highlight underrepresented cuisines?,Morimoto,2
What are the best restaurants that highlight underrepresented cuisines?,Lolita,2
What are the best restaurants that highlight underrepresented cuisines?,Davios,0
What are the best restaurants that highlight underrepresented cuisines?,Matyson,2
What are the best restaurants that highlight underrepresented cuisines?,Pumpkin,1
What are the best restaurants that highlight underrepresented cuisines?,Double Knot,2
What are the best restaurants that highlight underrepresented cuisines?,Chifa,3
What are the best restaurants that highlight underrepresented cuisines?,Noord,3
What are the best restaurants that highlight underrepresented cuisines?,Bibou,2
What are the best restaurants that highlight underrepresented cuisines?,Farmicia,1
What are the best restaurants that highlight underrepresented cuisines?,Friday Saturday Sunday,0
What are the best restaurants that highlight underrepresented cuisines?,48th Street Grille,3
What are the best restaurants that highlight underrepresented cuisines?,Trolley Car Diner,0
What are the best restaurants that highlight underrepresented cuisines?,Bud & Marilyn's,1
What are the best restaurants that highlight underrepresented cuisines?,The Fat Ham,2
What are the best restaurants that highlight underrepresented cuisines?,Little Fish,2
What are the best restaurants that highlight underrepresented cuisines?,Harvest Seasonal Grill & Wine Bar - Philadelphia,0
What are the best restaurants that highlight underrepresented cuisines?,High Street Philadelphia,1
What are the best restaurants that highlight underrepresented cuisines?,Fogo de Chao,0
What are the best restaurants that highlight underrepresented cuisines?,La Locanda Del Ghiottone,0
What are the best restaurants that highlight underrepresented cuisines?,Bistrot La Minette,2
What are the best restaurants that highlight underrepresented cuisines?,Distrito,2
What are the best restaurants that highlight underrepresented cuisines?,Harp & Crown,0
What are the best restaurants that highlight underrepresented cuisines?,Vernick Food & Drink,1
What are the best restaurants that highlight underrepresented cuisines?,Rose Tattoo Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,The Spicy Belly,3
What are the best restaurants that highlight underrepresented cuisines?,Khmer Kitchen,3
What are the best restaurants that highlight underrepresented cuisines?,Marrakesh,3
What are the best restaurants that highlight underrepresented cuisines?,Talula's Garden,0
What are the best restaurants that highlight underrepresented cuisines?,Del Frisco's Double Eagle Steakhouse,0
What are the best restaurants that highlight underrepresented cuisines?,Sate Kampar,3
What are the best restaurants that highlight underrepresented cuisines?,Audrey Claire,0
What are the best restaurants that highlight underrepresented cuisines?,Gyu-Kaku Japanese BBQ,0
What are the best restaurants that highlight underrepresented cuisines?,Stateside,2
What are the best restaurants that highlight underrepresented cuisines?,Villa Di Roma,0
What are the best restaurants that highlight underrepresented cuisines?,Tinto,1
What are the best restaurants that highlight underrepresented cuisines?,Iron Hill Brewery & Restaurant,0
What are the best restaurants that highlight underrepresented cuisines?,Tierra Colombiana Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,New Harmony Vegetarian Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Karma Restaurant & Bar,2
What are the best restaurants that highlight underrepresented cuisines?,New Delhi Indian Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Pub & Kitchen,0
What are the best restaurants that highlight underrepresented cuisines?,Kabobeesh,3
What are the best restaurants that highlight underrepresented cuisines?,Zahav,3
What are the best restaurants that highlight underrepresented cuisines?,IndeBlue Modern Indian Food & Spirits,3
What are the best restaurants that highlight underrepresented cuisines?,Miles Table,0
What are the best restaurants that highlight underrepresented cuisines?,Talula's Daily,1
What are the best restaurants that highlight underrepresented cuisines?,Southgate,3
What are the best restaurants that highlight underrepresented cuisines?,The Victor Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Amada,2
What are the best restaurants that highlight underrepresented cuisines?,Dim Sum House,2
What are the best restaurants that highlight underrepresented cuisines?,Kalaya,3
What are the best restaurants that highlight underrepresented cuisines?,Le Viet Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,K-POT Korean BBQ & Hot Pot,2
What are the best restaurants that highlight underrepresented cuisines?,Butcher Bar,0
What are the best restaurants that highlight underrepresented cuisines?,Uzbekistan Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,The Continental Restaurant and Martini Bar,1
What are the best restaurants that highlight underrepresented cuisines?,Ms Tootsie's RBL,3
What are the best restaurants that highlight underrepresented cuisines?,Modo Mio,0
What are the best restaurants that highlight underrepresented cuisines?,Hungry Pigeon,1
What are the best restaurants that highlight underrepresented cuisines?,Barclay Prime,0
What are the best restaurants that highlight underrepresented cuisines?,Ela,1
What are the best restaurants that highlight underrepresented cuisines?,Amis Trattoria,1
What are the best restaurants that highlight underrepresented cuisines?,Darling's Diner,0
What are the best restaurants that highlight underrepresented cuisines?,Wm Mulherin's Sons,0
What are the best restaurants that highlight underrepresented cuisines?,Sitar India,2
What are the best restaurants that highlight underrepresented cuisines?,Buddakan,2
What are the best restaurants that highlight underrepresented cuisines?,V Street,3
What are the best restaurants that highlight underrepresented cuisines?,South,3
What are the best restaurants that highlight underrepresented cuisines?,Kraftwork,1
What are the best restaurants that highlight underrepresented cuisines?,Las Bugambilias,3
What are the best restaurants that highlight underrepresented cuisines?,Heritage,1
What are the best restaurants that highlight underrepresented cuisines?,The Adobe Cafe,2
What are the best restaurants that highlight underrepresented cuisines?,The Industry,0
What are the best restaurants that highlight underrepresented cuisines?,Jamonera,2
What are the best restaurants that highlight underrepresented cuisines?,Urban Farmer Philadelphia,0
What are the best restaurants that highlight underrepresented cuisines?,Positano Coast by Aldo Lamberti,0
What are the best restaurants that highlight underrepresented cuisines?,Monsú,2
What are the best restaurants that highlight underrepresented cuisines?,Hippot Shabu Shabu,1
What are the best restaurants that highlight underrepresented cuisines?,Ratchada Thai & Laos Cuisine,3
What are the best restaurants that highlight underrepresented cuisines?,The Capital Grille,0
What are the best restaurants that highlight underrepresented cuisines?,Rex at the Royal,2
What are the best restaurants that highlight underrepresented cuisines?,North Third,1
What are the best restaurants that highlight underrepresented cuisines?,Indian Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Ristorante Pesto,0
What are the best restaurants that highlight underrepresented cuisines?,The Farmers' Cabinet,0
What are the best restaurants that highlight underrepresented cuisines?,The Love,1
What are the best restaurants that highlight underrepresented cuisines?,Tequilas Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Aksum Cafe,3
What are the best restaurants that highlight underrepresented cuisines?,Soup Kitchen Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Sketch Burger,0
What are the best restaurants that highlight underrepresented cuisines?,Mercato BYOB,1
What are the best restaurants that highlight underrepresented cuisines?,Sang Kee Noodle House,1
What are the best restaurants that highlight underrepresented cuisines?,Wedge + Fig,1
What are the best restaurants that highlight underrepresented cuisines?,La Fourno Ristorante Trattoria,0
What are the best restaurants that highlight underrepresented cuisines?,Melograno,1
What are the best restaurants that highlight underrepresented cuisines?,Figs,2
What are the best restaurants that highlight underrepresented cuisines?,Chima Steakhouse,0
What are the best restaurants that highlight underrepresented cuisines?,South Philadelphia Tap Room,1
What are the best restaurants that highlight underrepresented cuisines?,Koreana,2
What are the best restaurants that highlight underrepresented cuisines?,Pod,1
What are the best restaurants that highlight underrepresented cuisines?,Bar Ferdinand,2
What are the best restaurants that highlight underrepresented cuisines?,Joe's Steaks + Soda Shop,0
What are the best restaurants that highlight underrepresented cuisines?,Sabrina's Café,1
What are the best restaurants that highlight underrepresented cuisines?,La Peg,0
What are the best restaurants that highlight underrepresented cuisines?,La Viola,0
What are the best restaurants that highlight underrepresented cuisines?,Banana Leaf,3
What are the best restaurants that highlight underrepresented cuisines?,The Little Lion,1
What are the best restaurants that highlight underrepresented cuisines?,Nine Ting,1
What are the best restaurants that highlight underrepresented cuisines?,Little Sicily 2,3
What are the best restaurants that highlight underrepresented cuisines?,Rittenhouse Grill,0
What are the best restaurants that highlight underrepresented cuisines?,Rangoon Burmese Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,Jones,0
What are the best restaurants that highlight underrepresented cuisines?,Kilimandjaro Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,Entree BYOB,0
What are the best restaurants that highlight underrepresented cuisines?,Alma de Cuba,3
What are the best restaurants that highlight underrepresented cuisines?,Isot Mediterranean Cuisine,3
What are the best restaurants that highlight underrepresented cuisines?,R2L,0
What are the best restaurants that highlight underrepresented cuisines?,Indian Kitchen Lovash,2
What are the best restaurants that highlight underrepresented cuisines?,Smile Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,Suraya,3
What are the best restaurants that highlight underrepresented cuisines?,Hinge Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Penang,3
What are the best restaurants that highlight underrepresented cuisines?,Charlie Was a Sinner,3
What are the best restaurants that highlight underrepresented cuisines?,The Gaslight,0
What are the best restaurants that highlight underrepresented cuisines?,Square 1682,0
What are the best restaurants that highlight underrepresented cuisines?,Vientiane Café,3
What are the best restaurants that highlight underrepresented cuisines?,Bar Hygge,1
What are the best restaurants that highlight underrepresented cuisines?,City Tap House,0
What are the best restaurants that highlight underrepresented cuisines?,Down Home Diner,0
What are the best restaurants that highlight underrepresented cuisines?,Dmitri's,1
What are the best restaurants that highlight underrepresented cuisines?,Bellini,0
What are the best restaurants that highlight underrepresented cuisines?,XIX Nineteen,1
What are the best restaurants that highlight underrepresented cuisines?,Bistro SouthEast,3
What are the best restaurants that highlight underrepresented cuisines?,Ocean Prime,0
What are the best restaurants that highlight underrepresented cuisines?,Barbuzzo,1
What are the best restaurants that highlight underrepresented cuisines?,Louie Louie,0
What are the best restaurants that highlight underrepresented cuisines?,In Riva,1
What are the best restaurants that highlight underrepresented cuisines?,Le Virtu,2
What are the best restaurants that highlight underrepresented cuisines?,Tredici Enoteca,0
What are the best restaurants that highlight underrepresented cuisines?,Abyssinia,3
What are the best restaurants that highlight underrepresented cuisines?,Café y Chocolate,2
What are the best restaurants that highlight underrepresented cuisines?,Sazon Restaurant & Cafe,3
What are the best restaurants that highlight underrepresented cuisines?,Zavino,0
What are the best restaurants that highlight underrepresented cuisines?,Shiao Lan Kung,2
What are the best restaurants that highlight underrepresented cuisines?,Smokin Bettys,0
What are the best restaurants that highlight underrepresented cuisines?,McCormick & Schmick's Seafood & Steaks,0
What are the best restaurants that highlight underrepresented cuisines?,London Grill,0
What are the best restaurants that highlight underrepresented cuisines?,Dante & Luigi's,1
What are the best restaurants that highlight underrepresented cuisines?,Sweet Lucy's Smokehouse,0
What are the best restaurants that highlight underrepresented cuisines?,The Rooster,1
What are the best restaurants that highlight underrepresented cuisines?,Porcini,0
What are the best restaurants that highlight underrepresented cuisines?,Sahara Grill,2
What are the best restaurants that highlight underrepresented cuisines?,Marathon,0
What are the best restaurants that highlight underrepresented cuisines?,Mad Rex,0
What are the best restaurants that highlight underrepresented cuisines?,Bistro Romano,0
What are the best restaurants that highlight underrepresented cuisines?,Xochitl,2
What are the best restaurants that highlight underrepresented cuisines?,Blue Corn,3
What are the best restaurants that highlight underrepresented cuisines?,Trolley Car Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Estia,1
What are the best restaurants that highlight underrepresented cuisines?,Pinefish,0
What are the best restaurants that highlight underrepresented cuisines?,Alla Spina,1
What are the best restaurants that highlight underrepresented cuisines?,House of Thai Cuisine,3
What are the best restaurants that highlight underrepresented cuisines?,JJ Thai Cuisine,2
What are the best restaurants that highlight underrepresented cuisines?,El Jarocho,2
What are the best restaurants that highlight underrepresented cuisines?,Cafe Ynez,3
What are the best restaurants that highlight underrepresented cuisines?,Bar Bombón,2
What are the best restaurants that highlight underrepresented cuisines?,Real Food Eatery,0
What are the best restaurants that highlight underrepresented cuisines?,Race Street Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Cedar Park Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,La Calaca Feliz,2
What are the best restaurants that highlight underrepresented cuisines?,Di Bruno Bros.,1
What are the best restaurants that highlight underrepresented cuisines?,Bing Bing Dim Sum,2
What are the best restaurants that highlight underrepresented cuisines?,Spasso Italian Grill,0
What are the best restaurants that highlight underrepresented cuisines?,Bank & Bourbon,0
What are the best restaurants that highlight underrepresented cuisines?,The Dandelion,1
What are the best restaurants that highlight underrepresented cuisines?,Maggiano's Little Italy,0
What are the best restaurants that highlight underrepresented cuisines?,Resurrection Ale House,0
What are the best restaurants that highlight underrepresented cuisines?,Taqueria La Veracruzana,2
What are the best restaurants that highlight underrepresented cuisines?,Bridget Foy's,0
What are the best restaurants that highlight underrepresented cuisines?,Osteria,2
What are the best restaurants that highlight underrepresented cuisines?,Branzino Italian Ristorante,0
What are the best restaurants that highlight underrepresented cuisines?,The Good King Tavern,2
What are the best restaurants that highlight underrepresented cuisines?,Marathon On the Square,0
What are the best restaurants that highlight underrepresented cuisines?,Pennsylvania 6,0
What are the best restaurants that highlight underrepresented cuisines?,PYT,1
What are the best restaurants that highlight underrepresented cuisines?,Catahoula,2
What are the best restaurants that highlight underrepresented cuisines?,Doma,2
What are the best restaurants that highlight underrepresented cuisines?,Hickory Lane American Bistro,0
What are the best restaurants that highlight underrepresented cuisines?,Cafe La Maude,3
What are the best restaurants that highlight underrepresented cuisines?,Erawan Thai Cuisine,2
What are the best restaurants that highlight underrepresented cuisines?,Bourbon & Branch,0
What are the best restaurants that highlight underrepresented cuisines?,Apricot Stone,3
What are the best restaurants that highlight underrepresented cuisines?,City Tavern Restaurant,1
What are the best restaurants that highlight underrepresented cuisines?,Tamarind,2
What are the best restaurants that highlight underrepresented cuisines?,Valanni,1
What are the best restaurants that highlight underrepresented cuisines?,Little Nonna's,1
What are the best restaurants that highlight underrepresented cuisines?,Standard Tap,1
What are the best restaurants that highlight underrepresented cuisines?,Penrose Diner,0
What are the best restaurants that highlight underrepresented cuisines?,Dim Sum Garden,2
What are the best restaurants that highlight underrepresented cuisines?,The Twisted Tail,1
What are the best restaurants that highlight underrepresented cuisines?,Green Eggs Café,0
What are the best restaurants that highlight underrepresented cuisines?,E Mei Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,Walnut Street Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Strangelove's,1
What are the best restaurants that highlight underrepresented cuisines?,LaScala's,0
What are the best restaurants that highlight underrepresented cuisines?,The Goat's Beard,0
What are the best restaurants that highlight underrepresented cuisines?,Royal Sushi & Izakaya,1
What are the best restaurants that highlight underrepresented cuisines?,El Camino Real,1
What are the best restaurants that highlight underrepresented cuisines?,Vietnam Restaurant,3
What are the best restaurants that highlight underrepresented cuisines?,Relish,2
What are the best restaurants that highlight underrepresented cuisines?,Percy Street Barbecue,0
What are the best restaurants that highlight underrepresented cuisines?,Gran Caffe L'Aquila,2
What are the best restaurants that highlight underrepresented cuisines?,Memphis Taproom,2
What are the best restaurants that highlight underrepresented cuisines?,Melrose Diner,0
What are the best restaurants that highlight underrepresented cuisines?,Radicchio Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,Jong Ka Jib,2
What are the best restaurants that highlight underrepresented cuisines?,Ralphs Italian Restaurant,1
What are the best restaurants that highlight underrepresented cuisines?,Royal Tavern,1
What are the best restaurants that highlight underrepresented cuisines?,Bobby's Burger Palace,0
What are the best restaurants that highlight underrepresented cuisines?,P S & Co,1
What are the best restaurants that highlight underrepresented cuisines?,Destination Dogs,2
What are the best restaurants that highlight underrepresented cuisines?,Veda - Modern Indian Bistro,3
What are the best restaurants that highlight underrepresented cuisines?,Underdogs,2
What are the best restaurants that highlight underrepresented cuisines?,Circles Contemporary Thai,2
What are the best restaurants that highlight underrepresented cuisines?,The Blue Duck,2
What are the best restaurants that highlight underrepresented cuisines?,Ting Wong Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Devil's Alley Bar & Grille,0
What are the best restaurants that highlight underrepresented cuisines?,Jasmine Rice - Rittenhouse,1
What are the best restaurants that highlight underrepresented cuisines?,Pattaya,1
What are the best restaurants that highlight underrepresented cuisines?,Giwa Korean Kitchen,3
What are the best restaurants that highlight underrepresented cuisines?,1225Raw Sushi and Sake Lounge,0
What are the best restaurants that highlight underrepresented cuisines?,Las Cazuelas Restaurant BYOB,3
What are the best restaurants that highlight underrepresented cuisines?,Jack's Firehouse,0
What are the best restaurants that highlight underrepresented cuisines?,Deke's Bar-B-Que,0
What are the best restaurants that highlight underrepresented cuisines?,Little Pete's Restaurant,0
What are the best restaurants that highlight underrepresented cuisines?,Su Xing House,3
What are the best restaurants that highlight underrepresented cuisines?,Khyber Pass Pub,1
What are the best restaurants that highlight underrepresented cuisines?,Good Dog Bar,0
What are the best restaurants that highlight underrepresented cuisines?,Tres Jalapenos,2
What are the best restaurants that highlight underrepresented cuisines?,Mission Taqueria,2
What are the best restaurants that highlight underrepresented cuisines?,Front Street Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,Bourbon Blue,1
What are the best restaurants that highlight underrepresented cuisines?,Amma's South Indian Cuisine,3
What are the best restaurants that highlight underrepresented cuisines?,La Fontana Della Citta,0
What are the best restaurants that highlight underrepresented cuisines?,Francoluigi's Pizzeria & Italian Restaurant,0
What are the best restaurants that highlight underrepresented cuisines?,Three Monkeys Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Fare,0
What are the best restaurants that highlight underrepresented cuisines?,Copabanana,0
What are the best restaurants that highlight underrepresented cuisines?,El Rey,2
What are the best restaurants that highlight underrepresented cuisines?,Cuba Libre Restaurant & Rum Bar - Philadelphia,2
What are the best restaurants that highlight underrepresented cuisines?,David's Mai Lai Wah,1
What are the best restaurants that highlight underrepresented cuisines?,Joy Tsin Lau Chinese Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Moshulu,0
What are the best restaurants that highlight underrepresented cuisines?,Zama,1
What are the best restaurants that highlight underrepresented cuisines?,Los Gallos Mexican Taqueria,2
What are the best restaurants that highlight underrepresented cuisines?,Cantina Los Caballitos,2
What are the best restaurants that highlight underrepresented cuisines?,The Gold Standard Cafe,0
What are the best restaurants that highlight underrepresented cuisines?,Cantina Dos Segundos,2
What are the best restaurants that highlight underrepresented cuisines?,Jerry's Bar,0
What are the best restaurants that highlight underrepresented cuisines?,Local 44,1
What are the best restaurants that highlight underrepresented cuisines?,Dan Dan,2
What are the best restaurants that highlight underrepresented cuisines?,Pho Xe Lua Viet Thai Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Que Chula Es Puebla,3
What are the best restaurants that highlight underrepresented cuisines?,Jake's & Cooper's Wine Bar & Wine Shop,0
What are the best restaurants that highlight underrepresented cuisines?,honeygrow,0
What are the best restaurants that highlight underrepresented cuisines?,Max Brenner - Philadelphia,0
What are the best restaurants that highlight underrepresented cuisines?,The Belgian Café,1
What are the best restaurants that highlight underrepresented cuisines?,McCrossen's Tavern,0
What are the best restaurants that highlight underrepresented cuisines?,Panorama,2
What are the best restaurants that highlight underrepresented cuisines?,Honey's Sit-N-Eat,1
What are the best restaurants that highlight underrepresented cuisines?,Booker's Restaurant and Bar,2
What are the best restaurants that highlight underrepresented cuisines?,Yakitori Boy,1
What are the best restaurants that highlight underrepresented cuisines?,Opa,2
What are the best restaurants that highlight underrepresented cuisines?,Baby Blues BBQ Philly,1
What are the best restaurants that highlight underrepresented cuisines?,L'Angolo Ristorante,1
What are the best restaurants that highlight underrepresented cuisines?,The Cheesecake Factory,0
What are the best restaurants that highlight underrepresented cuisines?,Silk City Diner & Lounge,1
What are the best restaurants that highlight underrepresented cuisines?,The QUICK FIXX,0
What are the best restaurants that highlight underrepresented cuisines?,Sam's Morning Glory Diner,0
What are the best restaurants that highlight underrepresented cuisines?,Empress Garden,3
What are the best restaurants that highlight underrepresented cuisines?,Mixto,2
What are the best restaurants that highlight underrepresented cuisines?,Tampopo,2
What are the best restaurants that highlight underrepresented cuisines?,Caribou Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,Triumph Brewing Company,0
What are the best restaurants that highlight underrepresented cuisines?,Prohibition Taproom,0
What are the best restaurants that highlight underrepresented cuisines?,National Mechanics,0
What are the best restaurants that highlight underrepresented cuisines?,Fette Sau,0
What are the best restaurants that highlight underrepresented cuisines?,Rouge,0
What are the best restaurants that highlight underrepresented cuisines?,Ekta Indian Cuisine,2
What are the best restaurants that highlight underrepresented cuisines?,Xiandu Thai,3
What are the best restaurants that highlight underrepresented cuisines?,Tai Lake Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,Almaz Cafe,3
What are the best restaurants that highlight underrepresented cuisines?,Zorba's Taverna,2
What are the best restaurants that highlight underrepresented cuisines?,Nam Phuong,3
What are the best restaurants that highlight underrepresented cuisines?,Porta,0
What are the best restaurants that highlight underrepresented cuisines?,Varga Bar,0
What are the best restaurants that highlight underrepresented cuisines?,Spice C,2
What are the best restaurants that highlight underrepresented cuisines?,Effie's Restaurant,2
What are the best restaurants that highlight underrepresented cuisines?,SPOT Gourmet Burgers,1
What are the best restaurants that highlight underrepresented cuisines?,Stock,2
What are the best restaurants that highlight underrepresented cuisines?,Marmont Steakhouse & Bar,0
What are the best restaurants that highlight underrepresented cuisines?,Govinda's Vegetarian,2
What are the best restaurants that highlight underrepresented cuisines?,Barcelona Wine Bar Passyunk,1
What are the best restaurants that highlight underrepresented cuisines?,Steve's Prince of Steaks,0
What are the best restaurants that highlight underrepresented cuisines?,Harper's Garden,0
What are the best restaurants that highlight underrepresented cuisines?,Ramen Bar,0
What are the best restaurants that highlight underrepresented cuisines?,Sakura Mandarin,2
What are the best restaurants that highlight underrepresented cuisines?,Chart House,0
What are the best restaurants that highlight underrepresented cuisines?,Jamaican Jerk Hut,3
What are the best restaurants that highlight underrepresented cuisines?,Landmark Americana Tap & Grill - University City,0
What are the best restaurants that highlight underrepresented cuisines?,El Vez,2
What are the best restaurants that highlight underrepresented cuisines?,Spice 28,2
What are the best restaurants that highlight underrepresented cuisines?,New Deck Tavern,0
What are the best restaurants that highlight underrepresented cuisines?,Paris Bistro and Jazz Cafe,1
What are the best restaurants that highlight underrepresented cuisines?,Greg's Kitchen,0
What are the best restaurants that highlight underrepresented cuisines?,HipCityVeg,1
What are the best restaurants that highlight underrepresented cuisines?,Sancho Pistola's,2
