Query,City,Relevance Score
Family friendly cities for vacations,Genoa,2
Family friendly cities for vacations,San Juan,2
Family friendly cities for vacations,Nairobi,2
Family friendly cities for vacations,Lahore,2
Family friendly cities for vacations,Queenstown (New Zealand),3
Family friendly cities for vacations,Aruba,3
Family friendly cities for vacations,Puerto Vallarta,3
Family friendly cities for vacations,Jeju City,2
Family friendly cities for vacations,Las Vegas,2
Family friendly cities for vacations,Chengdu,2
Family friendly cities for vacations,"Co虂rdoba (city, Argentina)",2
Family friendly cities for vacations,Oklahoma City,2
Family friendly cities for vacations,Nelson (New Zealand),3
Family friendly cities for vacations,Edmonton,3
Family friendly cities for vacations,Montevideo,2
Family friendly cities for vacations,Columbus,2
Family friendly cities for vacations,Istanbul,2
Family friendly cities for vacations,Thiruvananthapuram,2
Family friendly cities for vacations,Dalian,2
Family friendly cities for vacations,Winnipeg,2
Family friendly cities for vacations,Sofia,2
Family friendly cities for vacations,Malmo虉,2
Family friendly cities for vacations,Saint Petersburg,2
Family friendly cities for vacations,Omaha,3
Family friendly cities for vacations,Poznan虂,2
Family friendly cities for vacations,Ko Samui,2
Family friendly cities for vacations,Nanjing,2
Family friendly cities for vacations,Okayama,2
Family friendly cities for vacations,Zurich,2
Family friendly cities for vacations,Phuket,3
Family friendly cities for vacations,Kansas City,2
Family friendly cities for vacations,Chennai,2
Family friendly cities for vacations,Sacramento,2
Family friendly cities for vacations,Bucharest,2
Family friendly cities for vacations,Hangzhou,3
Family friendly cities for vacations,Dallas,2
Family friendly cities for vacations,Wroc艂aw,2
Family friendly cities for vacations,Malta,2
Family friendly cities for vacations,Kaunas,2
Family friendly cities for vacations,Delhi,1
Family friendly cities for vacations,Providence,2
Family friendly cities for vacations,Hilo,2
Family friendly cities for vacations,Skopje,2
Family friendly cities for vacations,Naples,2
Family friendly cities for vacations,Recife,2
Family friendly cities for vacations,Du虉sseldorf,2
Family friendly cities for vacations,Lansing,2
Family friendly cities for vacations,Aurangabad,2
Family friendly cities for vacations,Louisville,2
Family friendly cities for vacations,Lima,2
Family friendly cities for vacations,Ishigaki,2
Family friendly cities for vacations,Belgrade,2
Family friendly cities for vacations,Sanya,3
Family friendly cities for vacations,Beirut,1
Family friendly cities for vacations,Monterey (California),3
Family friendly cities for vacations,Cebu City,2
Family friendly cities for vacations,Frankfurt,2
Family friendly cities for vacations,Cali,2
Family friendly cities for vacations,Sapporo,2
Family friendly cities for vacations,San Jose虂 (Costa Rica),1
Family friendly cities for vacations,Champaign-Urbana,2
Family friendly cities for vacations,Valencia,3
Family friendly cities for vacations,Savannah,2
Family friendly cities for vacations,George Town (Malaysia),2
Family friendly cities for vacations,Hiroshima,2
Family friendly cities for vacations,Ibiza,2
Family friendly cities for vacations,Saint Thomas,2
Family friendly cities for vacations,Kos虒ice,2
Family friendly cities for vacations,Zagreb,2
Family friendly cities for vacations,Fuzhou,2
Family friendly cities for vacations,Mangalore,2
Family friendly cities for vacations,Rijeka,2
Family friendly cities for vacations,Maldives,3
Family friendly cities for vacations,Stuttgart,3
Family friendly cities for vacations,Trondheim,2
Family friendly cities for vacations,Jinan,2
Family friendly cities for vacations,Belo Horizonte,2
Family friendly cities for vacations,Anchorage,2
Family friendly cities for vacations,Cancu虂n,3
Family friendly cities for vacations,Monterrey,2
Family friendly cities for vacations,Medelli虂n,2
Family friendly cities for vacations,Salvador,2
Family friendly cities for vacations,Victoria (British Columbia),3
Family friendly cities for vacations,Xi'an,2
Family friendly cities for vacations,Kuala Lumpur,3
Family friendly cities for vacations,Madison,3
Family friendly cities for vacations,Nice,3
Family friendly cities for vacations,Santo Domingo,2
Family friendly cities for vacations,Phoenix,3
Family friendly cities for vacations,Albany (New York),2
Family friendly cities for vacations,Brasilia,2
Family friendly cities for vacations,Brussels,2
Family friendly cities for vacations,Okinawa,3
Family friendly cities for vacations,Qingdao,2
Family friendly cities for vacations,Fiji,2
Family friendly cities for vacations,Tianjin,2
Family friendly cities for vacations,Christchurch,3
Family friendly cities for vacations,Fortaleza,2
Family friendly cities for vacations,Curac抬ao,2
Family friendly cities for vacations,Guayaquil,1
Family friendly cities for vacations,Hefei,1
Family friendly cities for vacations,Kumamoto,2
Family friendly cities for vacations,Hamilton (Ontario),2
Family friendly cities for vacations,Colombo,2
Family friendly cities for vacations,Nantucket,3
Family friendly cities for vacations,Portland (Maine),3
Family friendly cities for vacations,Brownsville (Texas),2
Family friendly cities for vacations,Chattanooga,3
Family friendly cities for vacations,Sendai,2
Family friendly cities for vacations,Guilin,2
Family friendly cities for vacations,Nuremberg,3
Family friendly cities for vacations,Madrid,2
Family friendly cities for vacations,Moscow,2
Family friendly cities for vacations,San Jose (California),2
Family friendly cities for vacations,Chiang Mai,3
Family friendly cities for vacations,Harbin,2
Family friendly cities for vacations,Bogota虂,2
Family friendly cities for vacations,Dresden,2
Family friendly cities for vacations,Thessaloniki,2
Family friendly cities for vacations,Dublin,3
Family friendly cities for vacations,Haikou,2
Family friendly cities for vacations,Pristina,1
Family friendly cities for vacations,San Antonio,3
Family friendly cities for vacations,Port Elizabeth,2
Family friendly cities for vacations,South Bend,2
Family friendly cities for vacations,Newark (New Jersey),1
Family friendly cities for vacations,Yerevan,2
Family friendly cities for vacations,Weihai,2
Family friendly cities for vacations,Doha,2
Family friendly cities for vacations,Innsbruck,3
Family friendly cities for vacations,Algiers,1
Family friendly cities for vacations,Porto,2
Family friendly cities for vacations,Rochester (Minnesota),2
Family friendly cities for vacations,Takamatsu,2
Family friendly cities for vacations,Guatemala City,1
Family friendly cities for vacations,Roata虂n,2
Family friendly cities for vacations,Asuncio虂n,1
Family friendly cities for vacations,Riga,2
Family friendly cities for vacations,Stavanger,2
Family friendly cities for vacations,Dubrovnik,2
Family friendly cities for vacations,Hanover,2
Family friendly cities for vacations,Ahmedabad,2
Family friendly cities for vacations,Quito,2
Family friendly cities for vacations,Changchun,2
Family friendly cities for vacations,Szczecin,2
Family friendly cities for vacations,Gdan虂sk,2
Family friendly cities for vacations,Patna,1
Family friendly cities for vacations,Guadalajara,2
Family friendly cities for vacations,Indore,2
Family friendly cities for vacations,Tashkent,2
Family friendly cities for vacations,Chandigarh,3
Family friendly cities for vacations,Bahrain,2
Family friendly cities for vacations,Ias苔i,2
Family friendly cities for vacations,Rotorua,3
Family friendly cities for vacations,Kunming,2
Family friendly cities for vacations,Boise,3
Family friendly cities for vacations,Pune,2
Family friendly cities for vacations,Tucson,2
Family friendly cities for vacations,Lisbon,2
Family friendly cities for vacations,Panama City,2
Family friendly cities for vacations,Chongqing,2
Family friendly cities for vacations,Ho Chi Minh City,2
Family friendly cities for vacations,Bologna,2
Family friendly cities for vacations,Florianopolis,2
Family friendly cities for vacations,Ithaca (New York),2
Family friendly cities for vacations,Wuxi,3
Family friendly cities for vacations,Corpus Christi,2
Family friendly cities for vacations,Taupo虅,3
Family friendly cities for vacations,Halifax,2
Family friendly cities for vacations,Asahikawa,3
Family friendly cities for vacations,Wenzhou,2
Family friendly cities for vacations,Windsor (Ontario),2
Family friendly cities for vacations,Myrtle Beach,3
Family friendly cities for vacations,Da Nang,3
Family friendly cities for vacations,Manaus,2
Family friendly cities for vacations,Peoria (Illinois),2
Family friendly cities for vacations,Zadar,2
Family friendly cities for vacations,Santiago,2
Family friendly cities for vacations,Geneva,2
Family friendly cities for vacations,Varna,3
Family friendly cities for vacations,Santorini,1
Family friendly cities for vacations,Cartagena (Colombia),2
Family friendly cities for vacations,Changsha,2
Family friendly cities for vacations,Key West,2
Family friendly cities for vacations,Charleston (South Carolina),3
Family friendly cities for vacations,Cuzco,1
Family friendly cities for vacations,Tirana,2
Family friendly cities for vacations,West Palm Beach,2
Family friendly cities for vacations,Lyon,3
Family friendly cities for vacations,Lucknow,2
Family friendly cities for vacations,Trieste,1
Family friendly cities for vacations,Ta'if,3
Family friendly cities for vacations,Havana,1
Family friendly cities for vacations,Baku,2
Family friendly cities for vacations,Yangon,2
Family friendly cities for vacations,Wuhan,1
Family friendly cities for vacations,Bermuda,2
Family friendly cities for vacations,Tbilisi,2
Family friendly cities for vacations,Managua,1
Family friendly cities for vacations,Trabzon,2
Family friendly cities for vacations,Freetown,1
Family friendly cities for vacations,Spokane,2
Family friendly cities for vacations,Yaounde虂,1
Family friendly cities for vacations,Florence,2
Family friendly cities for vacations,Leipzig,2
Family friendly cities for vacations,Faroe Islands,2
Family friendly cities for vacations,Pensacola,2
Family friendly cities for vacations,Luzon,2
Family friendly cities for vacations,Charlottesville,2
Family friendly cities for vacations,Kingston (Ontario),2
Family friendly cities for vacations,Kailua-Kona,2
Family friendly cities for vacations,Leh,1
Family friendly cities for vacations,Toyama,2
Family friendly cities for vacations,Hakodate,2
Family friendly cities for vacations,Saint Martin,2
Family friendly cities for vacations,El Paso,2
Family friendly cities for vacations,Tulsa,2
Family friendly cities for vacations,Sarajevo,2
Family friendly cities for vacations,Ulaanbaatar,1
Family friendly cities for vacations,Des Moines,3
Family friendly cities for vacations,Norfolk (Virginia),2
Family friendly cities for vacations,Morelia,2
Family friendly cities for vacations,Kathmandu,1
Family friendly cities for vacations,Varanasi,1
Family friendly cities for vacations,Memphis,2
Family friendly cities for vacations,Syracuse (New York),2
Family friendly cities for vacations,Eugene,2
Family friendly cities for vacations,Glasgow,2
Family friendly cities for vacations,Lagos City,1
Family friendly cities for vacations,Curitiba,2
Family friendly cities for vacations,Surat Thani,2
Family friendly cities for vacations,Khabarovsk,2
Family friendly cities for vacations,Belfast,2
Family friendly cities for vacations,Muscat,2
Family friendly cities for vacations,Bydgoszcz,2
Family friendly cities for vacations,Taiyuan,2
Family friendly cities for vacations,Zhengzhou,2
Family friendly cities for vacations,Flint,2
Family friendly cities for vacations,Surat,2
Family friendly cities for vacations,Madurai,2
Family friendly cities for vacations,Rarotonga,3
Family friendly cities for vacations,Apia,2
Family friendly cities for vacations,Phnom Penh,1
Family friendly cities for vacations,Marrakech,2
Family friendly cities for vacations,Nanning,2
Family friendly cities for vacations,Seville,2
Family friendly cities for vacations,Little Rock,3
Family friendly cities for vacations,Zakynthos,2
Family friendly cities for vacations,Bhubaneswar,2
Family friendly cities for vacations,Minsk,2
Family friendly cities for vacations,Rosario,2
Family friendly cities for vacations,Aberdeen,2
Family friendly cities for vacations,Pretoria,2
Family friendly cities for vacations,Medford (Oregon),2
Family friendly cities for vacations,Debrecen,2
Family friendly cities for vacations,Mauritius,3
Family friendly cities for vacations,Knoxville,2
Family friendly cities for vacations,Caracas,1
Family friendly cities for vacations,Graz,2
Family friendly cities for vacations,Westchester County,2
Family friendly cities for vacations,Tehran,1
Family friendly cities for vacations,Reno,3
Family friendly cities for vacations,Allentown,2
Family friendly cities for vacations,Tottori,2
Family friendly cities for vacations,Guam,2
Family friendly cities for vacations,Erie,3
Family friendly cities for vacations,Natal,2
Family friendly cities for vacations,Zanzibar,2
Family friendly cities for vacations,Kingston (Jamaica),1
Family friendly cities for vacations,Vientiane,1
Family friendly cities for vacations,Harrisburg,2
Family friendly cities for vacations,Lugano,2
Family friendly cities for vacations,Timis苔oara,3
Family friendly cities for vacations,Matsuyama,2
Family friendly cities for vacations,Linz,2
Family friendly cities for vacations,Sudbury (Ontario),2
Family friendly cities for vacations,Podgorica,1
Family friendly cities for vacations,Dhaka,1
Family friendly cities for vacations,Astana,2
Family friendly cities for vacations,Koror,1
Family friendly cities for vacations,Aalborg,2
Family friendly cities for vacations,Binghamton,2
Family friendly cities for vacations,Porto Alegre,1
Family friendly cities for vacations,Khartoum,1
Family friendly cities for vacations,Sharjah,3
Family friendly cities for vacations,Niigata,2
Family friendly cities for vacations,Bod酶,1
Family friendly cities for vacations,Surabaya,2
Family friendly cities for vacations,Pisa,1
Family friendly cities for vacations,San Luis Obispo,3
Family friendly cities for vacations,Ma虂laga,2
Family friendly cities for vacations,Haugesund,2
Family friendly cities for vacations,Marseille,2
Family friendly cities for vacations,Tegucigalpa,1
Family friendly cities for vacations,Kefalonia,2
Family friendly cities for vacations,Ljubljana,3
Family friendly cities for vacations,Vaasa,2
Family friendly cities for vacations,Samsun,2
Family friendly cities for vacations,Hanoi,2
Family friendly cities for vacations,Georgetown (Guyana),1
Family friendly cities for vacations,Asheville,2
Family friendly cities for vacations,Jaipur,2
Family friendly cities for vacations,Khajuraho,1
Family friendly cities for vacations,Santa Rosa (California),2
Family friendly cities for vacations,A虋lesund,2
Family friendly cities for vacations,Kenora,2
Family friendly cities for vacations,Karlsruhe,2
Family friendly cities for vacations,Lusaka,2
Family friendly cities for vacations,Batumi,2
Family friendly cities for vacations,Nanaimo,2
Family friendly cities for vacations,Tangier,1
Family friendly cities for vacations,Hurghada,2
Family friendly cities for vacations,Salzburg,3
Family friendly cities for vacations,Nashville,2
Family friendly cities for vacations,Gaspe虂,2
Family friendly cities for vacations,Cabo San Lucas,2
Family friendly cities for vacations,Turin,2
Family friendly cities for vacations,Aomori,2
Family friendly cities for vacations,Split,2
Family friendly cities for vacations,Amman,2
Family friendly cities for vacations,Visby,2
Family friendly cities for vacations,Rapid City,3
Family friendly cities for vacations,Mazatlan,2
Family friendly cities for vacations,Udaipur,3
Family friendly cities for vacations,Jodhpur,2
Family friendly cities for vacations,Siem Reap,2
Family friendly cities for vacations,Cozumel,3
Family friendly cities for vacations,Abuja,1
Family friendly cities for vacations,Newcastle upon Tyne,2
Family friendly cities for vacations,Kazan,2
Family friendly cities for vacations,Shenyang,2
Family friendly cities for vacations,Kelowna,3
Family friendly cities for vacations,Lexington (Kentucky),2
Family friendly cities for vacations,Quere虂taro,2
Family friendly cities for vacations,Guwahati,2
Family friendly cities for vacations,Gaborone,1
Family friendly cities for vacations,Jeddah,2
Family friendly cities for vacations,Alexandria,2
Family friendly cities for vacations,Me虂rida (Mexico),2
Family friendly cities for vacations,Regina,2
Family friendly cities for vacations,Rzeszo虂w,2
Family friendly cities for vacations,Ningbo,2
Family friendly cities for vacations,Fairbanks,2
Family friendly cities for vacations,Quebec City,3
Family friendly cities for vacations,Erbil,1
Family friendly cities for vacations,"Santa Cruz (city, Bolivia)",2
Family friendly cities for vacations,Gillette,2
Family friendly cities for vacations,Lubbock,2
Family friendly cities for vacations,Umea虋,2
Family friendly cities for vacations,Vilnius,2
Family friendly cities for vacations,Puebla,2
Family friendly cities for vacations,Molde,2
Family friendly cities for vacations,Praia,1
Family friendly cities for vacations,Katowice,1
Family friendly cities for vacations,Gran Canaria,2
Family friendly cities for vacations,Palm Springs,2
Family friendly cities for vacations,Montpellier,2
Family friendly cities for vacations,Ouagadougou,1
Family friendly cities for vacations,Saskatoon,2
Family friendly cities for vacations,Maceio虂,2
Family friendly cities for vacations,Kabul,1
Family friendly cities for vacations,Livingstone,2
Family friendly cities for vacations,Fort Myers,3
Family friendly cities for vacations,Accra,1
Family friendly cities for vacations,Ranchi,2
Family friendly cities for vacations,Addis Ababa,1
Family friendly cities for vacations,Kozhikode,2
Family friendly cities for vacations,Strasbourg,3
Family friendly cities for vacations,Srinagar,2
Family friendly cities for vacations,Tabriz,2
Family friendly cities for vacations,Mu虉nster,2
Family friendly cities for vacations,Saint Lucia,2
Family friendly cities for vacations,Arequipa,2
Family friendly cities for vacations,Santa Ana (California),2
Family friendly cities for vacations,Iwakuni,2
Family friendly cities for vacations,Kuwait City,1
Family friendly cities for vacations,Riyadh,1
Family friendly cities for vacations,Greenville (South Carolina),2
Family friendly cities for vacations,Springfield (Missouri),2
Family friendly cities for vacations,Kagoshima,2
Family friendly cities for vacations,Kigali,2
Family friendly cities for vacations,Ufa,2
Family friendly cities for vacations,Fort Wayne,3
Family friendly cities for vacations,Luxor,1
Family friendly cities for vacations,Kalamazoo,2
Family friendly cities for vacations,Kerikeri,2
Family friendly cities for vacations,Barbados,3
Family friendly cities for vacations,Coimbatore,2
Family friendly cities for vacations,Raleigh,2
Family friendly cities for vacations,Bhopal,2
Family friendly cities for vacations,Urumqi,1
Family friendly cities for vacations,Kiruna,1
Family friendly cities for vacations,Tunis,1
Family friendly cities for vacations,Dushanbe,1
Family friendly cities for vacations,Cork,2
Family friendly cities for vacations,Aguascalientes,2
Family friendly cities for vacations,Nagasaki,2
Family friendly cities for vacations,Churchill,1
Family friendly cities for vacations,Antalya,3
Family friendly cities for vacations,Billings,2
Family friendly cities for vacations,Timmins,2
Family friendly cities for vacations,Providenciales,3
Family friendly cities for vacations,Burlington (Vermont),3
Family friendly cities for vacations,St. John's,2
Family friendly cities for vacations,Grand Rapids,2
Family friendly cities for vacations,Sault Sainte Marie (Ontario),2
Family friendly cities for vacations,Miyazaki,1
Family friendly cities for vacations,Lethbridge,2
Family friendly cities for vacations,Shiraz,1
Family friendly cities for vacations,Heraklion,2
Family friendly cities for vacations,Yellowknife,1
Family friendly cities for vacations,San Pedro Sula,1
Family friendly cities for vacations,Hohhot,2
Family friendly cities for vacations,Fargo,2
Family friendly cities for vacations,Tauranga,2
Family friendly cities for vacations,Evansville,2
Family friendly cities for vacations,Huatulco,3
Family friendly cities for vacations,Burbank,2
Family friendly cities for vacations,Charleston (West Virginia),2
Family friendly cities for vacations,Sioux Falls,3
Family friendly cities for vacations,Kharkiv,2
Family friendly cities for vacations,Guiyang,2
Family friendly cities for vacations,Lhasa,1
Family friendly cities for vacations,Xining,2
Family friendly cities for vacations,Changzhou,2
Family friendly cities for vacations,Missoula,2
Family friendly cities for vacations,Obihiro,2
Family friendly cities for vacations,Bilbao,2
Family friendly cities for vacations,Manta,1
Family friendly cities for vacations,Bele虂m,2
Family friendly cities for vacations,Brazzaville,1
Family friendly cities for vacations,Yantai,2
Family friendly cities for vacations,Luxembourg (city),2
Family friendly cities for vacations,Amritsar,2
Family friendly cities for vacations,Wilmington (North Carolina),2
Family friendly cities for vacations,Bremen,2
Family friendly cities for vacations,Ankara,1
Family friendly cities for vacations,Victoria Falls,2
Family friendly cities for vacations,Leticia,2
Family friendly cities for vacations,La Paz,1
Family friendly cities for vacations,Jackson (Wyoming),2
Family friendly cities for vacations,Fresno,2
Family friendly cities for vacations,Veracruz,2
Family friendly cities for vacations,Barranquilla,2
Family friendly cities for vacations,Charlottetown,2
Family friendly cities for vacations,Nagpur,1
Family friendly cities for vacations,Manizales,2
Family friendly cities for vacations,Novosibirsk,1
Family friendly cities for vacations,St. George (Utah),3
Family friendly cities for vacations,Maputo,1
Family friendly cities for vacations,Moncton,3
Family friendly cities for vacations,Saint John,2
Family friendly cities for vacations,Rhodes (city),2
Family friendly cities for vacations,Iquitos,1
Family friendly cities for vacations,Nassau,1
Family friendly cities for vacations,Shreveport,2
Family friendly cities for vacations,Grand Junction,2
Family friendly cities for vacations,Bozeman,2
Family friendly cities for vacations,Baghdad,1
Family friendly cities for vacations,Bishkek,1
Family friendly cities for vacations,Catania,2
Family friendly cities for vacations,Windhoek,1
Family friendly cities for vacations,Penticton,3
Family friendly cities for vacations,Mogadishu,0
Family friendly cities for vacations,Nanchang,2
Family friendly cities for vacations,Akita,1
Family friendly cities for vacations,Palma de Mallorca,3
Family friendly cities for vacations,Aqaba,2
Family friendly cities for vacations,Columbia (South Carolina),2
Family friendly cities for vacations,Dayton,2
Family friendly cities for vacations,Arusha,2
Family friendly cities for vacations,Springfield (Illinois),2
Family friendly cities for vacations,Minot,2
Family friendly cities for vacations,Yekaterinburg,2
Family friendly cities for vacations,Vadodara,2
Family friendly cities for vacations,Bodrum,2
Family friendly cities for vacations,Agartala,2
Family friendly cities for vacations,Vito虂ria,2
Family friendly cities for vacations,Harare,1
Family friendly cities for vacations,I虃les-de-la-Madeleine,2
Family friendly cities for vacations,Shantou,2
Family friendly cities for vacations,Antananarivo,1
Family friendly cities for vacations,Ponta Delgada,2
Family friendly cities for vacations,Kinshasa,1
Family friendly cities for vacations,San Luis Potosi,2
Family friendly cities for vacations,Bismarck,2
Family friendly cities for vacations,Santa Marta,2
Family friendly cities for vacations,Krabi Town,1
Family friendly cities for vacations,Dakar,1
Family friendly cities for vacations,Campo Grande,2
Family friendly cities for vacations,Friedrichshafen,2
Family friendly cities for vacations,Jackson (Mississippi),1
Family friendly cities for vacations,Belize City,1
Family friendly cities for vacations,Hargeisa,1
Family friendly cities for vacations,Bakersfield,2
Family friendly cities for vacations,Asmara,1
Family friendly cities for vacations,Pula,2
Family friendly cities for vacations,Aspen,2
Family friendly cities for vacations,Lilongwe,1
Family friendly cities for vacations,Izmir,2
Family friendly cities for vacations,Wichita,2
Family friendly cities for vacations,Oaxaca (city),2
Family friendly cities for vacations,Iguac抬u Falls,2
Family friendly cities for vacations,Flores (Guatemala),2
Family friendly cities for vacations,Niamey,1
Family friendly cities for vacations,Appleton,2
Family friendly cities for vacations,Palermo,2
Family friendly cities for vacations,Prince George,2
Family friendly cities for vacations,O虉stersund,2
Family friendly cities for vacations,Beihai,2
Family friendly cities for vacations,Vijayawada,2
Family friendly cities for vacations,Traverse City,3
Family friendly cities for vacations,Mashhad,2
Family friendly cities for vacations,Puerto Maldonado,1
Family friendly cities for vacations,Dunhuang,1
Family friendly cities for vacations,Pereira,2
Family friendly cities for vacations,Funchal,2
Family friendly cities for vacations,Medina,1
Family friendly cities for vacations,Cranbrook,1
Family friendly cities for vacations,Mendoza,2
Family friendly cities for vacations,Cagliari,2
Family friendly cities for vacations,Tongatapu,1
Family friendly cities for vacations,Port Blair,2
Family friendly cities for vacations,Faro,2
Family friendly cities for vacations,Bordeaux,2
Family friendly cities for vacations,Samara,2
Family friendly cities for vacations,Shijiazhuang,1
Family friendly cities for vacations,Joa虄o Pessoa,1
Family friendly cities for vacations,Grand Cayman,3
Family friendly cities for vacations,Calvi,2
Family friendly cities for vacations,Puerto Plata,2
Family friendly cities for vacations,Tirupati,2
Family friendly cities for vacations,Napier,2
Family friendly cities for vacations,Sibiu,2
Family friendly cities for vacations,Salinas,2
Family friendly cities for vacations,Isfahan,2
Family friendly cities for vacations,Bamako,1
Family friendly cities for vacations,Vigo,2
Family friendly cities for vacations,Yanji,2
Family friendly cities for vacations,Maracaibo,1
Family friendly cities for vacations,Zhanjiang,1
Family friendly cities for vacations,Malatya,1
Family friendly cities for vacations,Verona,2
Family friendly cities for vacations,Colorado Springs,3
Family friendly cities for vacations,Great Falls (Montana),2
Family friendly cities for vacations,Bari,2
Family friendly cities for vacations,Diyarbak谋r,1
Family friendly cities for vacations,Kashgar,1
Family friendly cities for vacations,Klagenfurt,2
Family friendly cities for vacations,Redding,2
Family friendly cities for vacations,Port of Spain,1
Family friendly cities for vacations,Amarillo,2
Family friendly cities for vacations,Longyearbyen,1
Family friendly cities for vacations,Tampico,2
Family friendly cities for vacations,Casablanca,1
Family friendly cities for vacations,Bujumbura,1
Family friendly cities for vacations,Adana,1
Family friendly cities for vacations,Moroni (Comoros),1
Family friendly cities for vacations,San Cristobal (Galapagos),2
Family friendly cities for vacations,Bloemfontein,2
Family friendly cities for vacations,Varadero,2
Family friendly cities for vacations,Chania,3
Family friendly cities for vacations,Asturias,2
Family friendly cities for vacations,Libreville,1
Family friendly cities for vacations,Abidjan,1
Family friendly cities for vacations,Red Deer,2
Family friendly cities for vacations,North Bay (Ontario),2
Family friendly cities for vacations,Medicine Hat,2
Family friendly cities for vacations,Jamnagar,2
Family friendly cities for vacations,Alicante,2
Family friendly cities for vacations,Noume虂a,2
Family friendly cities for vacations,Imphal,1
Family friendly cities for vacations,Basra,0
Family friendly cities for vacations,Toulouse,2
Family friendly cities for vacations,Goia虃nia,1
Family friendly cities for vacations,Dandong,2
Family friendly cities for vacations,Grande Prairie,2
Family friendly cities for vacations,Juba,0
Family friendly cities for vacations,Baton Rouge,2
Family friendly cities for vacations,Fredericton,2
Family friendly cities for vacations,Zunyi,1
Family friendly cities for vacations,Luanda,1
Family friendly cities for vacations,Sarnia,3
Family friendly cities for vacations,Thunder Bay,2
Family friendly cities for vacations,Chihuahua,2
Family friendly cities for vacations,Grenada,2
Family friendly cities for vacations,Rajkot,2
Family friendly cities for vacations,Konya,1
Family friendly cities for vacations,Nouakchott,0
Family friendly cities for vacations,Abbotsford,2
Family friendly cities for vacations,Lincoln,2
Family friendly cities for vacations,Montego Bay,2
Family friendly cities for vacations,Kirkenes,1
Family friendly cities for vacations,East London,2
Family friendly cities for vacations,Durango (Colorado),3
Family friendly cities for vacations,Yinchuan,1
Family friendly cities for vacations,Nantes,2
Family friendly cities for vacations,Kittila虉,1
Family friendly cities for vacations,Acapulco,2
Family friendly cities for vacations,Sept-I虃les,2
Family friendly cities for vacations,Denizli,1
Family friendly cities for vacations,Blenheim (New Zealand),2
Family friendly cities for vacations,Villahermosa,2
Family friendly cities for vacations,Trujillo (Peru),1
Family friendly cities for vacations,Huangshan,1
Family friendly cities for vacations,North Platte,2
Family friendly cities for vacations,Inuvik,1
Family friendly cities for vacations,Punta Cana,3
Family friendly cities for vacations,Larnaca,2
Family friendly cities for vacations,Gondar,1
Family friendly cities for vacations,Cuiaba虂,1
Family friendly cities for vacations,Aswan,2
Family friendly cities for vacations,Castlegar,2
Family friendly cities for vacations,Mobile,2
Family friendly cities for vacations,Teresina,1
Family friendly cities for vacations,Pamplona,2
Family friendly cities for vacations,Port-au-Prince,0
Family friendly cities for vacations,Mont-Tremblant,3
Family friendly cities for vacations,Prince Rupert,1
Family friendly cities for vacations,Bissau,1
Family friendly cities for vacations,Kamloops,2
Family friendly cities for vacations,Iqaluit,1
Family friendly cities for vacations,Brindisi,1
Family friendly cities for vacations,Plattsburgh,2
Family friendly cities for vacations,Cotonou,1
Family friendly cities for vacations,Saint Kitts and Nevis,2
Family friendly cities for vacations,Wausau,2
Family friendly cities for vacations,Comox,2
Family friendly cities for vacations,Bathurst (New Brunswick),2
Family friendly cities for vacations,Lalibela,1
Family friendly cities for vacations,Petrolina,1
Family friendly cities for vacations,Fayetteville (Arkansas),2
Family friendly cities for vacations,Whitehorse,2
Family friendly cities for vacations,Bryan-College Station,2
Family friendly cities for vacations,Zihuatanejo,2
Family friendly cities for vacations,Kayseri,1
Family friendly cities for vacations,Lafayette (Louisiana),2
Family friendly cities for vacations,Van,1
Family friendly cities for vacations,Lake Charles,2
Family friendly cities for vacations,Terrace,1
Family friendly cities for vacations,Ashgabat,1
Family friendly cities for vacations,Fort St. John,1
Family friendly cities for vacations,Axum,1
Family friendly cities for vacations,Rouyn-Noranda,2
Family friendly cities for vacations,Blantyre,1
Cities for a high school graduation trip,Bangkok,2
Cities for a high school graduation trip,San Francisco,3
Cities for a high school graduation trip,Los Angeles,3
Cities for a high school graduation trip,Tokyo,3
Cities for a high school graduation trip,Sa虄o Paulo,2
Cities for a high school graduation trip,New York City,3
Cities for a high school graduation trip,Sydney,3
Cities for a high school graduation trip,Kyoto,3
Cities for a high school graduation trip,Rome,3
Cities for a high school graduation trip,London,3
Cities for a high school graduation trip,Buenos Aires,2
Cities for a high school graduation trip,Athens,3
Cities for a high school graduation trip,Atlanta,2
Cities for a high school graduation trip,Milan,2
Cities for a high school graduation trip,New Orleans,3
Cities for a high school graduation trip,"Washington, D.C.",2
Cities for a high school graduation trip,Mexico City,2
Cities for a high school graduation trip,Calgary,2
Cities for a high school graduation trip,Bristol,2
Cities for a high school graduation trip,Melbourne,3
Cities for a high school graduation trip,Toronto,2
Cities for a high school graduation trip,Shanghai,2
Cities for a high school graduation trip,Seattle,2
Cities for a high school graduation trip,Orlando,3
Cities for a high school graduation trip,Barcelona,3
Cities for a high school graduation trip,Rochester (New York),2
Cities for a high school graduation trip,Beijing,2
Cities for a high school graduation trip,Amsterdam,2
Cities for a high school graduation trip,Perth,2
Cities for a high school graduation trip,Paris,3
Cities for a high school graduation trip,Stockholm,2
Cities for a high school graduation trip,San Diego,3
Cities for a high school graduation trip,Vancouver,2
Cities for a high school graduation trip,Portland (Oregon),2
Cities for a high school graduation trip,Boston,2
Cities for a high school graduation trip,Aarhus,2
